	PRICE_PISIN	TICKER	PRODUCTID	LOCKED	BOOK	NOTIONAL	QUOTE_BASECCY	VAL_BASECCY
87	SE0004270494	OMX30DVP INDEX	INDEX	False		0.0	7.936452020376001	0.0
88	SE0011452051	OMX30ESG	INDEX	False		0.0	1009.3245955913342	0.0
89	DK0060368991	OMXC20CP	INDEX	False		0.0	1256.75	0.0
90	DK0060775369	OMXC25	INDEX	False		0.0	1236.51	0.0
91	SE0002209304	OMXETHPI	INDEX	False		0.0	125.78435132293801	0.0
92	SE0002947515	OMXO20GI	INDEX	False		0.0	464.5970220661	0.0
93	SE0002402800	OMXS30GI	INDEX	False		0.0	179.12403945988203	0.0
94	CH0256424794	ORI SS	STOCK	False		0.0	158.93937040806	0.0
95	NO0003733800	ORK NO	STOCK	False		0.0	57.853696257280006	0.0
96	FI0009014377	ORNBV FH	STOCK	False		0.0	336.78971552563195	0.0
97	DK0060094928	ORSTED DC	STOCK	False		0.0	716.0	0.0
98	FI0009014575	OTE1V FH	STOCK	True	TRSI	250000.0	25.9826255290368	6495656.382259199
99	FIK009002422	OUT1V FH	STOCK	True	TRSI	400000.0	16.295073702912	6518029.4811648
100	NO0010199151	PGS NO	STOCK	False		0.0	1.9698320087599999	0.0
101	DK0060252690	PNDORA DC	STOCK	False		0.0	268.0	0.0
102	DK0060634707	RBREW DC	STOCK	False		0.0	488.9	0.0
103	DK0010219153	ROCKB DC	STOCK	False		0.0	1381.0	0.0
104	SE0000112385	SAABB SS	STOCK	False		0.0	135.97834534911001	0.0
105	NO0010310956	SALM NO	STOCK	False		0.0	283.6693012615	0.0
106	FIK009003305	SAMPO FH	STOCK	True	TRSI	40000.0	202.10366011392	8084146.4045568
107	SE0000667891	SAND SS	STOCK	True	TRSI	75000.0	96.26103024714003	7219577.268535502
108	SESE03366871	SAS SS	STOCK	False		0.0	6.036471015498001	0.0
109	SE0000112724	SCAB SS	STOCK	False		0.0	71.72253018414001	0.0
110	NO0003028904	SCHA NO	STOCK	False		0.0	146.0509006495	0.0
111	SE0000148884	SEBA SS	STOCK	True	TRSI	100000.0	49.46961612700801	4946961.612700801
112	SE0000163594	SECUB SS	STOCK	False		0.0	78.20770520079	0.0
113	SE0007100599	SHBA SS	STOCK	False		0.0	57.700530148140004	0.0
114	DK0060495240	SIM DC	STOCK	False		0.0	644.5	0.0
115	SE0000113250	SKAB SS	STOCK	False		0.0	117.08370030060001	0.0
116	SE0000108227	SKFB SS	STOCK	False		0.0	100.43257525785002	0.0
117	SE0000872095	SOBI SS	STOCK	False		0.0	138.81780035640003	0.0
118	USUNDERINDEX	SPX	INDEX	False		0.0	19716.48	0.0
119	SE0000171100	SSABA SS	STOCK	False		0.0	13.681966535127001	0.0
120	SE0000120669	SSABB SS	STOCK	False		0.0	13.405032034416003	0.0
121	NO0003053605	STB NO	STOCK	False		0.0	28.21851812549	0.0
122	SE0009007611	STER SS	STOCK	False		0.0	73.30000518819001	0.0
123	FIK009005961	STERV FH	STOCK	False		0.0	73.309187414016	0.0
124	DK0060696300	STG DC	STOCK	False		0.0	81.75	0.0
125	NO0075646355	SUBC NO	STOCK	False		0.0	33.73000015	0.0
126	SE0000242455	SWEDA SS	STOCK	False		0.0	70.93729818212401	0.0
127	SE0000310336	SWMA SS	STOCK	False		0.0	435.80376111888006	0.0
128	EU0001836572	SX5E	EQFUT	False	TRSI	-1500.0	20584.966264068094	-30877449.39610214
129	DK0010311471	SYDB DC	STOCK	False		0.0	105.8	0.0
130	NO0010063308	TEL NO	STOCK	False		0.0	96.29915042825	0.0
131	SE0005190238	TEL2B SS	STOCK	False		0.0	83.95672521555001	0.0
132	SE0000667925	TELIA SS	STOCK	False		0.0	21.818232056016004	0.0
133	FI0000667925	TELIA1 FH	STOCK	False		0.0	21.8734330300416	0.0
134	NO0003078800	TGS NO	STOCK	False		0.0	91.8130604083	0.0
135	SE0000114837	TRELB SS	STOCK	True	TRSI	75000.0	78.34792520115	5876094.39008625
136	DK0060636678	TRYG DC	STOCK	False		0.0	174.9	0.0
137	FIE009005318	TYRES FH	STOCK	False		0.0	126.109700831232	0.0
138	FIK009005987	UPM FH	STOCK	False		0.0	177.49325131776	0.0
139	FI4000074984	VALMT FH	STOCK	False		0.0	149.079415707648	0.0
140	SE0000115446	VOLVB SS	STOCK	False		0.0	81.99364521051001	0.0
141	DK0010268606	VWS DC	STOCK	False		0.0	592.8	0.0
142	FIK009003727	WRT1V FH	STOCK	False		0.0	47.953008654335996	0.0
143	NO0010208051	YAR NO	STOCK	True	TRSI	30000.0	208.9910809294	6269732.427882
144	FIK009800643	YIT FH	STOCK	False		0.0	33.276255772262395	0.0
